날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2013-01-01,전국,-3.2,-9.1,2.6
2013-01-02,전국,-6,-11.2,0
2013-01-03,전국,-9.9,-13.9,-5.1
2013-01-04,전국,-9,-14.7,-1.9
2013-01-05,전국,-5.9,-13.1,1
2013-01-06,전국,-4.1,-8.5,2.1
2013-01-07,전국,-4,-9.7,2.5
2013-01-08,전국,-3.2,-8.7,3.2
2013-01-09,전국,-5.6,-9.6,-1.5
2013-01-10,전국,-6.9,-12,-0.8
2013-01-11,전국,-4.3,-11.8,2.9
2013-01-12,전국,0.3,-5.6,7
2013-01-13,전국,-0.7,-4.7,3.9
2013-01-14,전국,-0.7,-6.1,5.7
2013-01-15,전국,-1.9,-7.2,4.9
2013-01-16,전국,-0.7,-5.7,3.9
2013-01-17,전국,-2.8,-6.2,0.3
2013-01-18,전국,-3.3,-9.1,3.2
2013-01-19,전국,-0.1,-5.3,5.9
2013-01-20,전국,1.4,-4.7,7
2013-01-21,전국,3.8,2.2,5.3
2013-01-22,전국,3.6,2.3,5.7
2013-01-23,전국,2.5,0.9,4.1
2013-01-24,전국,0.9,-3.2,4.6
2013-01-25,전국,-4.6,-6.7,-1.5
2013-01-26,전국,-5.5,-8.9,-1.2
2013-01-27,전국,-5,-8.8,-0.8
2013-01-28,전국,-1.8,-8.7,4.4
2013-01-29,전국,2.2,-3.1,8
2013-01-30,전국,4.1,-0.9,11
2013-01-31,전국,6.4,0.3,12.7
2013-02-01,전국,8.6,4.8,12.2
2013-02-02,전국,3,-2,8.1
2013-02-03,전국,-0.2,-4.7,2.8
2013-02-04,전국,2,-1.6,6.3
2013-02-05,전국,0.6,-3,3.5
2013-02-06,전국,1.1,-1.2,3.7
2013-02-07,전국,-6.2,-10.9,0
2013-02-08,전국,-8.2,-13.2,-2.5
2013-02-09,전국,-5.1,-10.6,0.6
2013-02-10,전국,-1.7,-7.1,3.8
2013-02-11,전국,-2.8,-8,2.7
2013-02-12,전국,-1.7,-4.4,1.7
2013-02-13,전국,-0.9,-6.8,5.1
2013-02-14,전국,2.1,-3.3,7.9
2013-02-15,전국,1.4,-3.4,6.1
2013-02-16,전국,-1.6,-7.2,4.6
2013-02-17,전국,2,-3.2,6.3
2013-02-18,전국,2.9,0.2,6.3
2013-02-19,전국,-0.1,-3.4,4
2013-02-20,전국,-1.9,-6.8,3.6
2013-02-21,전국,-0.2,-5.2,5.3
2013-02-22,전국,1.6,-3.5,7.1
2013-02-23,전국,0.1,-5.1,5.2
2013-02-24,전국,1.8,-4.1,7.7
2013-02-25,전국,3.1,-3.3,10.3
2013-02-26,전국,4.9,0,9.4
2013-02-27,전국,6.1,0.8,13.1
2013-02-28,전국,8,-1.1,16.4
2013-03-01,전국,4.2,-1.2,11.2
2013-03-02,전국,0.4,-3.7,5.6
2013-03-03,전국,1.3,-4.1,7.4
2013-03-04,전국,3.4,-2.7,10.4
2013-03-05,전국,4.7,-2.6,12.9
2013-03-06,전국,7.9,-1,16.9
2013-03-07,전국,9.4,3.5,14.6
2013-03-08,전국,9.8,2.5,18.3
2013-03-09,전국,13.5,2.3,23.7
2013-03-10,전국,5.8,0.4,13.9
2013-03-11,전국,4.5,-3.2,13.1
2013-03-12,전국,9.1,-0.3,16.5
2013-03-13,전국,6.5,2.1,12.4
2013-03-14,전국,4.3,0.3,9.7
2013-03-15,전국,5.9,-1,13.4
2013-03-16,전국,7.6,1.2,15.8
2013-03-17,전국,8.9,0.3,17.6
2013-03-18,전국,10.3,7,15.5
2013-03-19,전국,10.7,5,15.8
2013-03-20,전국,5.5,-1.1,11.9
2013-03-21,전국,2.5,-4.1,9.8
2013-03-22,전국,5.3,-0.5,11.3
2013-03-23,전국,6.7,0.5,13.8
2013-03-24,전국,6.5,1.3,12.4
2013-03-25,전국,3.8,-0.1,8.7
2013-03-26,전국,5.1,-2.3,12.5
2013-03-27,전국,9,1.3,17.2
2013-03-28,전국,9.9,2.7,17.3
2013-03-29,전국,7.2,1.9,13.2
2013-03-30,전국,6.6,0.8,12.9
2013-03-31,전국,7.3,2.4,13.7
2013-04-01,전국,9.2,1.1,16.8
2013-04-02,전국,7.4,4.3,12.1
2013-04-03,전국,10,3,17.7
2013-04-04,전국,11.9,4.7,20.3
2013-04-05,전국,13.1,5.1,19.9
2013-04-06,전국,8.5,3.7,13
2013-04-07,전국,5.2,1.8,9.6
2013-04-08,전국,8.6,0.4,16.3
2013-04-09,전국,8.2,4.2,13.1
2013-04-10,전국,5.5,1.2,10
2013-04-11,전국,7,1.8,12.1
2013-04-12,전국,6.9,0.8,12.9
2013-04-13,전국,11.8,1.1,19.8
2013-04-14,전국,11.4,4.3,17.5
2013-04-15,전국,7.9,0.9,14
2013-04-16,전국,15.6,5.8,24.5
2013-04-17,전국,12.1,9.2,17.3
2013-04-18,전국,11.8,7.3,18
2013-04-19,전국,9.4,3.7,15.3
2013-04-20,전국,5.8,3.5,8.5
2013-04-21,전국,8.8,3.1,15.2
2013-04-22,전국,11.3,2.3,18.9
2013-04-23,전국,10.9,8.6,14
2013-04-24,전국,13.6,8.9,19.4
2013-04-25,전국,10.8,6.6,16.4
2013-04-26,전국,11.4,6.4,17.3
2013-04-27,전국,11.6,4.9,19.1
2013-04-28,전국,15.2,7.1,22.1
2013-04-29,전국,14.6,9.4,19.1
2013-04-30,전국,13.2,6.2,21
2013-05-01,전국,11.6,6.8,17
2013-05-02,전국,11.8,6.7,17.9
2013-05-03,전국,12.5,6.3,19.2
2013-05-04,전국,14,8.7,20.5
2013-05-05,전국,15.6,7.6,23.6
2013-05-06,전국,16.8,8.9,25.1
2013-05-07,전국,16.1,9.7,23.1
2013-05-08,전국,17.5,8.8,26.4
2013-05-09,전국,18,11.5,24.4
2013-05-10,전국,15.6,12.8,19.5
2013-05-11,전국,18.1,11.9,25.5
2013-05-12,전국,20.2,13,26.7
2013-05-13,전국,20.2,13.4,28.1
2013-05-14,전국,18.9,11.8,26
2013-05-15,전국,18.9,13.8,25.3
2013-05-16,전국,17.8,12.7,23.5
2013-05-17,전국,16.9,10.9,23.6
2013-05-18,전국,17.7,11,24
2013-05-19,전국,16.5,14.1,19.9
2013-05-20,전국,16.9,12.4,21.9
2013-05-21,전국,17.9,9.7,26.1
2013-05-22,전국,19.9,12.1,27.6
2013-05-23,전국,20.7,14.1,28.5
2013-05-24,전국,21.7,14.2,30.1
2013-05-25,전국,21.5,15.7,28.6
2013-05-26,전국,21.8,16.9,27
2013-05-27,전국,19.5,17.6,22.2
2013-05-28,전국,19.5,17.3,22.1
2013-05-29,전국,18.5,15.9,21.3
2013-05-30,전국,19.8,14.5,26.5
2013-05-31,전국,19.6,13.2,26.3
2013-06-01,전국,19.6,15.4,25.3
2013-06-02,전국,19.9,13.6,26.9
2013-06-03,전국,20.1,14.2,26.6
2013-06-04,전국,21.8,15.4,28.6
2013-06-05,전국,22.3,16.4,28.9
2013-06-06,전국,22.2,17.4,28.5
2013-06-07,전국,22.2,17.8,28.1
2013-06-08,전국,22.1,17.6,27.1
2013-06-09,전국,22.5,17.7,27.8
2013-06-10,전국,22.6,17.2,27.9
2013-06-11,전국,21,18.5,24.7
2013-06-12,전국,20.7,18.9,23.5
2013-06-13,전국,22.3,19.3,26.5
2013-06-14,전국,22.2,19.9,25.4
2013-06-15,전국,24,20,29.2
2013-06-16,전국,24.2,19.2,30.1
2013-06-17,전국,24,20,28.6
2013-06-18,전국,22.6,21.5,24.5
2013-06-19,전국,23.4,20.3,28.2
2013-06-20,전국,24.4,20.1,30
2013-06-21,전국,23.8,20.8,28.1
2013-06-22,전국,23.2,20,27.9
2013-06-23,전국,21.6,19.5,24.8
2013-06-24,전국,22.9,18.4,28.3
2013-06-25,전국,22.6,19.4,27.2
2013-06-26,전국,23.3,19.6,28.9
2013-06-27,전국,23.3,19.5,28.3
2013-06-28,전국,23.6,20.1,29
2013-06-29,전국,24.5,19.5,30.3
2013-06-30,전국,25.1,20,30.6
2013-07-01,전국,25.4,21.1,30.6
2013-07-02,전국,25.7,22.3,29.4
2013-07-03,전국,25.7,22.4,29.6
2013-07-04,전국,25.2,22.8,27.9
2013-07-05,전국,23.8,21.9,26.3
2013-07-06,전국,25,21.8,29.9
2013-07-07,전국,24.4,22.2,27.3
2013-07-08,전국,26.1,23.5,29
2013-07-09,전국,27,24.4,30.7
2013-07-10,전국,26.9,23.9,30.8
2013-07-11,전국,26.8,23.6,30.7
2013-07-12,전국,26,23.3,29.1
2013-07-13,전국,26.2,23.5,30.3
2013-07-14,전국,25.9,23.3,29.6
2013-07-15,전국,26,23.4,29.7
2013-07-16,전국,27.3,23.2,31.5
2013-07-17,전국,26.4,23.8,29.8
2013-07-18,전국,26.4,23.2,30.8
2013-07-19,전국,26.6,22.4,31.8
2013-07-20,전국,27.4,23.4,32.2
2013-07-21,전국,27.2,24.2,31
2013-07-22,전국,27.3,24.5,31.6
2013-07-23,전국,26.3,24.5,28.4
2013-07-24,전국,26.7,23.8,30.1
2013-07-25,전국,26.7,22.6,31.7
2013-07-26,전국,27,22.6,32.4
2013-07-27,전국,26.5,22.2,31.8
2013-07-28,전국,26,23.6,28.9
2013-07-29,전국,27.4,24.2,31.6
2013-07-30,전국,26.3,23.2,31.3
2013-07-31,전국,27,24.1,31
2013-08-01,전국,27.2,23.8,32.2
2013-08-02,전국,27,24.6,30.6
2013-08-03,전국,27.2,24.5,31.9
2013-08-04,전국,27.4,24.6,32.1
2013-08-05,전국,27.6,24.1,32.2
2013-08-06,전국,27.6,23.7,32.9
2013-08-07,전국,28.9,24.3,34.3
2013-08-08,전국,29.7,25.9,34.6
2013-08-09,전국,29.9,25.9,34.6
2013-08-10,전국,28.4,24.6,33.8
2013-08-11,전국,28.8,24.3,34.7
2013-08-12,전국,28.9,24.6,34.5
2013-08-13,전국,28.4,24.2,33.9
2013-08-14,전국,28.2,23.8,33.7
2013-08-15,전국,28.4,23.6,33.8
2013-08-16,전국,28.4,24.1,34
2013-08-17,전국,28.4,24.3,33.5
2013-08-18,전국,28.7,24.4,34.1
2013-08-19,전국,28.4,23.9,34.1
2013-08-20,전국,27.6,23.1,33.5
2013-08-21,전국,27.5,23.6,32.4
2013-08-22,전국,27.8,24.5,33
2013-08-23,전국,25.4,23.6,28
2013-08-24,전국,24.7,21.9,28.2
2013-08-25,전국,24.9,20.7,30.6
2013-08-26,전국,24.9,20.6,30.9
2013-08-27,전국,25.1,20,31
2013-08-28,전국,25.4,21.1,30.7
2013-08-29,전국,25.5,21.7,29.7
2013-08-30,전국,25.1,22.1,29.6
2013-08-31,전국,23.3,19.7,28.1
2013-09-01,전국,22.9,18.8,28.3
2013-09-02,전국,22.1,17.4,27.9
2013-09-03,전국,20.2,16.5,24.4
2013-09-04,전국,20.6,14.7,27.1
2013-09-05,전국,20.1,15.4,24.4
2013-09-06,전국,19.2,17.5,21.8
2013-09-07,전국,20.5,17,25.5
2013-09-08,전국,21.4,16.7,27.9
2013-09-09,전국,21.7,16.7,27.7
2013-09-10,전국,22.5,18.3,27.4
2013-09-11,전국,22.3,19.9,25.5
2013-09-12,전국,22.5,20.4,25.6
2013-09-13,전국,24.2,20.7,28.7
2013-09-14,전국,22.4,20.1,25.6
2013-09-15,전국,22.7,18.1,28.9
2013-09-16,전국,20.4,15.2,27.1
2013-09-17,전국,21,14.4,28.9
2013-09-18,전국,22.5,16.3,30.1
2013-09-19,전국,22.4,17.3,28.6
2013-09-20,전국,22.4,17.3,29.2
2013-09-21,전국,22.9,18,29.5
2013-09-22,전국,22.2,18.5,27.4
2013-09-23,전국,22.1,17.2,28
2013-09-24,전국,21.8,17.8,26.3
2013-09-25,전국,19.6,16.2,24.2
2013-09-26,전국,17.1,12,23.4
2013-09-27,전국,17.2,10.3,24.6
2013-09-28,전국,18.2,15,22
2013-09-29,전국,18.8,17.1,20.6
2013-09-30,전국,20.9,18,25.9
2013-10-01,전국,20.8,16.7,26.5
2013-10-02,전국,19.4,14.7,24.4
2013-10-03,전국,16.1,10.7,22.8
2013-10-04,전국,16.2,9.2,24.6
2013-10-05,전국,18.5,11.2,25.6
2013-10-06,전국,20.9,16.9,24.7
2013-10-07,전국,22.5,19.5,26.9
2013-10-08,전국,20.3,18.5,22
2013-10-09,전국,20,16.8,24.7
2013-10-10,전국,19.9,16.5,23.9
2013-10-11,전국,18.8,13.1,23.6
2013-10-12,전국,15.5,9.9,22.3
2013-10-13,전국,15.8,9.3,23.8
2013-10-14,전국,17.3,11,25.2
2013-10-15,전국,14.4,10.5,19.6
2013-10-16,전국,11.1,6.3,17
2013-10-17,전국,11.1,5.3,18.3
2013-10-18,전국,13,6.8,20.6
2013-10-19,전국,14.3,8.6,20.5
2013-10-20,전국,15.9,11,22.7
2013-10-21,전국,14.9,10.1,21.2
2013-10-22,전국,15.1,9.7,21
2013-10-23,전국,15.4,10.6,21.8
2013-10-24,전국,14.1,9.2,20.5
2013-10-25,전국,10.9,6.4,17
2013-10-26,전국,10,4.7,16.7
2013-10-27,전국,10.1,3.9,18.3
2013-10-28,전국,10.5,4.3,18.4
2013-10-29,전국,12.2,5.4,19.6
2013-10-30,전국,11.9,7.2,17.9
2013-10-31,전국,12,6.6,19.8
2013-11-01,전국,14,7.9,21.2
2013-11-02,전국,14.1,10.2,18.4
2013-11-03,전국,13.4,9.4,18.6
2013-11-04,전국,12,7.6,17.9
2013-11-05,전국,11.1,5.3,19.3
2013-11-06,전국,12.3,7.5,17.3
2013-11-07,전국,12.8,6.7,18.4
2013-11-08,전국,9.3,3.6,16
2013-11-09,전국,11.9,7.1,16.6
2013-11-10,전국,9.3,4.2,15
2013-11-11,전국,4.9,1.2,9.4
2013-11-12,전국,4.6,-0.3,10.6
2013-11-13,전국,4.7,-1.2,12.3
2013-11-14,전국,6.5,0.6,11.5
2013-11-15,전국,8.3,3.8,14.8
2013-11-16,전국,7.2,1.4,14.7
2013-11-17,전국,7.1,3,11.2
2013-11-18,전국,3.2,0.7,6.5
2013-11-19,전국,3.5,0.4,6.8
2013-11-20,전국,3.4,-0.3,7.9
2013-11-21,전국,3.8,-1.2,9.6
2013-11-22,전국,5,-0.3,11.3
2013-11-23,전국,6.1,0.6,13.1
2013-11-24,전국,8.4,2.3,13.8
2013-11-25,전국,7.5,3.3,12.7
2013-11-26,전국,3.5,-0.8,8
2013-11-27,전국,1.8,-2,6.4
2013-11-28,전국,-1.3,-4.5,2.2
2013-11-29,전국,1.1,-3.3,5.9
2013-11-30,전국,3.9,-1.8,10.8
2013-12-01,전국,4.5,-0.2,10.8
2013-12-02,전국,4,-1.1,9.5
2013-12-03,전국,5,0.4,11
2013-12-04,전국,4.6,-0.2,11.6
2013-12-05,전국,5.4,-0.1,10.5
2013-12-06,전국,4.2,-0.2,9.3
2013-12-07,전국,3.9,-1.3,10.5
2013-12-08,전국,4.5,-1,11.6
2013-12-09,전국,5.8,2.5,9.5
2013-12-10,전국,3,0.4,6
2013-12-11,전국,0.9,-1.7,4
2013-12-12,전국,1,-4.8,5.7
2013-12-13,전국,-2.4,-5.8,2
2013-12-14,전국,-0.5,-6.2,4.4
2013-12-15,전국,-1.2,-5.2,3.8
2013-12-16,전국,-1.3,-6.1,3.2
2013-12-17,전국,2,-2.5,6.3
2013-12-18,전국,4.2,0.9,8.5
2013-12-19,전국,-0.2,-3.3,2.9
2013-12-20,전국,-0.9,-4.2,2.4
2013-12-21,전국,-0.4,-4.3,4.7
2013-12-22,전국,-0.8,-5.7,4.9
2013-12-23,전국,0.3,-3.6,5.4
2013-12-24,전국,-0.4,-5.5,6.8
2013-12-25,전국,0.8,-5.4,7.2
2013-12-26,전국,1.6,-1.5,5.3
2013-12-27,전국,-2.4,-5.3,0.8
2013-12-28,전국,-3.9,-8,0.8
2013-12-29,전국,-1.7,-7.3,3.2
2013-12-30,전국,2.8,-2.4,7.6
2013-12-31,전국,4.1,-1.8,9.1
2014-01-01,전국,4.8,-0.3,9.2
2014-01-02,전국,2.6,-2.2,9.1
2014-01-03,전국,2.6,-3.2,10.1
2014-01-04,전국,1.5,-2.8,6.9
2014-01-05,전국,0.7,-3.7,6.6
2014-01-06,전국,0.2,-5.1,7.6
2014-01-07,전국,1.9,-4.3,7.8
2014-01-08,전국,2.1,-1.4,5.3
2014-01-09,전국,-4.4,-8.1,-0.6
2014-01-10,전국,-3.7,-9.6,2
2014-01-11,전국,-0.8,-5.5,4.4
2014-01-12,전국,-0.4,-5.1,5.3
2014-01-13,전국,-3.9,-8.4,1.5
2014-01-14,전국,-3.4,-9.3,3.4
2014-01-15,전국,-2.3,-8.1,4.3
2014-01-16,전국,-0.9,-6.6,5.2
2014-01-17,전국,-0.1,-5,5.9
2014-01-18,전국,-0.6,-4.6,3.9
2014-01-19,전국,-1.7,-8.3,4.6
2014-01-20,전국,1,-2.2,5.5
2014-01-21,전국,-2.9,-5.5,-0.1
2014-01-22,전국,-2.7,-8,3.4
2014-01-23,전국,-1,-7.5,7.1
2014-01-24,전국,4,-3.5,10.7
2014-01-25,전국,6.2,1.4,10.6
2014-01-26,전국,0.4,-4.1,5.6
2014-01-27,전국,0.7,-7,8.9
2014-01-28,전국,3,-3.1,9.3
2014-01-29,전국,3,-6.4,11.5
2014-01-30,전국,6.1,1.7,10.2
2014-01-31,전국,3.1,-3.1,10.8
2014-02-01,전국,7.5,1,13.4
2014-02-02,전국,8.9,5.1,14.2
2014-02-03,전국,1.8,-4.5,7.3
2014-02-04,전국,-4.9,-8.1,-0.7
2014-02-05,전국,-3.8,-8.1,1.4
2014-02-06,전국,-0.5,-4.8,4.5
2014-02-07,전국,2.6,-1.8,6.7
2014-02-08,전국,2.2,0.4,4.6
2014-02-09,전국,0.4,-1.3,3.3
2014-02-10,전국,0.1,-2.6,3.4
2014-02-11,전국,0.1,-4.2,5.3
2014-02-12,전국,0.9,-3.3,6.5
2014-02-13,전국,1.6,-2.7,6
2014-02-14,전국,1.9,-1.6,6
2014-02-15,전국,1.7,-4.1,8.9
2014-02-16,전국,2.7,-3.9,10.1
2014-02-17,전국,4.1,0.7,8.3
2014-02-18,전국,2.4,-0.7,5.6
2014-02-19,전국,1.6,-2.8,6.7
2014-02-20,전국,1.5,-3.8,7.5
2014-02-21,전국,1.1,-4.4,7.9
2014-02-22,전국,1.8,-4.5,9.2
2014-02-23,전국,2.9,-3.3,10.4
2014-02-24,전국,4.2,-2.5,12
2014-02-25,전국,5.6,-1.3,13.6
2014-02-26,전국,6.2,1.2,11.5
2014-02-27,전국,8.6,3.4,15.5
2014-02-28,전국,7.1,3.1,11.8
2014-03-01,전국,6.6,4,9.8
2014-03-02,전국,5,0.4,10.5
2014-03-03,전국,4.3,-2.4,11.6
2014-03-04,전국,5.1,-1.1,11.4
2014-03-05,전국,3.1,-0.7,8
2014-03-06,전국,1.4,-4.1,6.5
2014-03-07,전국,1.3,-3.8,6.3
2014-03-08,전국,2.4,-3.2,8.2
2014-03-09,전국,2.5,-1.5,7.2
2014-03-10,전국,2,-4.4,8.8
2014-03-11,전국,5,-3.6,13.6
2014-03-12,전국,5.8,0.5,9.3
2014-03-13,전국,4.2,1.4,7.6
2014-03-14,전국,3.3,-0.9,8.4
2014-03-15,전국,6.9,-1.4,14.1
2014-03-16,전국,10.6,4.2,18
2014-03-17,전국,12.4,3.8,20.1
2014-03-18,전국,12.6,7.4,18.3
2014-03-19,전국,9,5.8,12.6
2014-03-20,전국,6.4,3,10.7
2014-03-21,전국,5,0.5,10.4
2014-03-22,전국,7.6,-1,15.6
2014-03-23,전국,10.2,2.4,18.3
2014-03-24,전국,11.2,2.2,18.1
2014-03-25,전국,14.2,11.2,18.1
2014-03-26,전국,13.8,9.5,19
2014-03-27,전국,12.7,6.4,20.6
2014-03-28,전국,15.7,7.6,24.1
2014-03-29,전국,14.2,11.7,17.2
2014-03-30,전국,12.7,8.2,18
2014-03-31,전국,12,5.5,19.8
2014-04-01,전국,13.2,5.3,21.8
2014-04-02,전국,14.3,6.3,22.6
2014-04-03,전국,10.7,5,18.1
2014-04-04,전국,7,2.8,11.9
2014-04-05,전국,6.2,1.2,12.3
2014-04-06,전국,8,2.5,13.9
2014-04-07,전국,11.6,3.9,19.2
2014-04-08,전국,12.2,3.9,20.7
2014-04-09,전국,12.9,4.9,20.9
2014-04-10,전국,12.8,7,20.7
2014-04-11,전국,12.3,7.8,17.8
2014-04-12,전국,13.4,9.4,18.1
2014-04-13,전국,13.5,8.5,19.3
2014-04-14,전국,13.7,5,22.5
2014-04-15,전국,16,7.5,23.6
2014-04-16,전국,16.3,11,23
2014-04-17,전국,13.4,7.7,20.5
2014-04-18,전국,13.5,10.2,18.4
2014-04-19,전국,12.5,9.1,16.3
2014-04-20,전국,13.6,8.5,19.9
2014-04-21,전국,15,8.3,21.9
2014-04-22,전국,14.9,8.6,22
2014-04-23,전국,15.4,6.7,24.2
2014-04-24,전국,16.6,8.5,25.2
2014-04-25,전국,17.1,8.4,25.8
2014-04-26,전국,17.1,9.8,23.7
2014-04-27,전국,15.6,13.3,18.8
2014-04-28,전국,13.6,12.4,15.4
2014-04-29,전국,14.2,12.1,17
2014-04-30,전국,14.5,11.1,19.3
2014-05-01,전국,16.3,10,23
2014-05-02,전국,17.4,10.1,25.8
2014-05-03,전국,14.4,9,20.9
2014-05-04,전국,13.3,7.6,20.5
2014-05-05,전국,11.6,6.3,17.2
2014-05-06,전국,12.7,5.6,19.8
2014-05-07,전국,15.3,6.2,22.7
2014-05-08,전국,15.4,10.6,20.6
2014-05-09,전국,15.5,8.3,23.4
2014-05-10,전국,17.2,9.2,24.7
2014-05-11,전국,17.3,11.1,23.2
2014-05-12,전국,17.9,14.2,22.4
2014-05-13,전국,20.1,12,27.4
2014-05-14,전국,18.5,14.4,23.6
2014-05-15,전국,18.6,14,24.5
2014-05-16,전국,19,11.7,26.1
2014-05-17,전국,18.7,12.1,25.9
2014-05-18,전국,18.6,11.6,25.8
2014-05-19,전국,19.4,11.8,26.8
2014-05-20,전국,18.4,14.8,23
2014-05-21,전국,18.4,13.2,24.7
2014-05-22,전국,19.5,12.7,27
2014-05-23,전국,19.2,15.4,24.1
2014-05-24,전국,21.8,15.4,28.6
2014-05-25,전국,20.5,17.6,25
2014-05-26,전국,20.5,15.3,26
2014-05-27,전국,22,13.5,29.5
2014-05-28,전국,21.6,16,28.4
2014-05-29,전국,22.8,15.5,31.1
2014-05-30,전국,23.6,15.2,32.1
2014-05-31,전국,24.3,16.3,32.4
2014-06-01,전국,23.9,18.3,29.9
2014-06-02,전국,20.9,18,24.2
2014-06-03,전국,19.1,17.2,21.3
2014-06-04,전국,21.1,18.3,25.3
2014-06-05,전국,20.7,18.2,23.8
2014-06-06,전국,21.4,16.5,27.4
2014-06-07,전국,21,15.8,26.6
2014-06-08,전국,20.6,17.9,25
2014-06-09,전국,20.9,17.9,25.4
2014-06-10,전국,21,18,25.4
2014-06-11,전국,20.4,17.6,25.2
2014-06-12,전국,19.4,16,24.3
2014-06-13,전국,20.3,16.3,25.4
2014-06-14,전국,22.1,16.7,28.2
2014-06-15,전국,22.6,17,28.7
2014-06-16,전국,23.3,17.4,29.6
2014-06-17,전국,22,19.2,26.1
2014-06-18,전국,22.5,17.9,28.3
2014-06-19,전국,22.6,18,27.9
2014-06-20,전국,22.2,18.3,26.7
2014-06-21,전국,21.3,19.2,24.3
2014-06-22,전국,21.9,18.4,26.5
2014-06-23,전국,21.1,18.3,26
2014-06-24,전국,21.8,18,27
2014-06-25,전국,22.8,18,28.4
2014-06-26,전국,23.7,19,29.3
2014-06-27,전국,24,18.8,29.9
2014-06-28,전국,24,19.9,29.3
2014-06-29,전국,23.4,18.9,28.4
2014-06-30,전국,23.7,19.4,29.5
2014-07-01,전국,24.6,19.5,31.1
2014-07-02,전국,23.1,20.1,27.5
2014-07-03,전국,21.3,19.5,23.5
2014-07-04,전국,23.6,20.2,28.7
2014-07-05,전국,23.1,19.5,27.3
2014-07-06,전국,21.5,19.5,24.1
2014-07-07,전국,23.3,19,28
2014-07-08,전국,25,21.5,29.1
2014-07-09,전국,26.1,23.4,30.4
2014-07-10,전국,26.9,23.2,32
2014-07-11,전국,26.5,21.5,32.4
2014-07-12,전국,24.7,20.8,29.2
2014-07-13,전국,24,20.9,28.4
2014-07-14,전국,25.6,21.3,31.1
2014-07-15,전국,24.4,21.3,28.5
2014-07-16,전국,25.2,21.5,29.9
2014-07-17,전국,24.3,21.7,27.6
2014-07-18,전국,24.6,21.8,29
2014-07-19,전국,25.9,22.5,31
2014-07-20,전국,26.6,22.7,31.9
2014-07-21,전국,26.7,22.4,31.7
2014-07-22,전국,26.6,23.3,30.6
2014-07-23,전국,26.1,23.2,29.7
2014-07-24,전국,26.5,23.1,31.2
2014-07-25,전국,27.9,24.2,32.6
2014-07-26,전국,25.6,21.6,29.5
2014-07-27,전국,23.8,19.1,29.8
2014-07-28,전국,23.5,18.8,28.7
2014-07-29,전국,24.5,20.6,29.4
2014-07-30,전국,27.4,22.3,33
2014-07-31,전국,27.7,23.8,34.2
2014-08-01,전국,27.7,23.4,32.5
2014-08-02,전국,27,24,30.6
2014-08-03,전국,25.2,23.7,27.2
2014-08-04,전국,24.9,23.7,27
2014-08-05,전국,26.9,23.8,31.5
2014-08-06,전국,26,22.9,29.9
2014-08-07,전국,23,21.2,26
2014-08-08,전국,23.6,20.4,27.4
2014-08-09,전국,24.5,20.8,28.4
2014-08-10,전국,23.4,20.6,28
2014-08-11,전국,23.5,19.3,28.7
2014-08-12,전국,24.7,19.9,30.4
2014-08-13,전국,23.1,20.7,26.7
2014-08-14,전국,21,19.5,22.8
2014-08-15,전국,23.4,20.3,27.8
2014-08-16,전국,24.3,20.7,29.4
2014-08-17,전국,22.7,20.4,25.9
2014-08-18,전국,21.6,19.8,23.9
2014-08-19,전국,22.9,21.1,26.1
2014-08-20,전국,23.4,21.5,26.3
2014-08-21,전국,23.8,21.5,27.4
2014-08-22,전국,24.4,20.4,29.5
2014-08-23,전국,24.5,20.6,29.8
2014-08-24,전국,24.2,21.1,28.4
2014-08-25,전국,23.4,21.9,25.8
2014-08-26,전국,24.2,21.3,28.6
2014-08-27,전국,22.6,19.8,26.1
2014-08-28,전국,22.1,18.8,26.6
2014-08-29,전국,22.1,18.4,27.2
2014-08-30,전국,21.9,17.3,27.5
2014-08-31,전국,21,16.8,26.2
2014-09-01,전국,22.2,16.8,28.3
2014-09-02,전국,21.4,18.1,25.4
2014-09-03,전국,21.5,19,24.4
2014-09-04,전국,22.8,18.6,28.1
2014-09-05,전국,23,17.7,29.7
2014-09-06,전국,22.6,18.7,28.8
2014-09-07,전국,22.9,17.7,29.4
2014-09-08,전국,23.2,18.8,29.4
2014-09-09,전국,22.2,17.5,28.2
2014-09-10,전국,21.1,16,27.6
2014-09-11,전국,21.5,15.8,28.2
2014-09-12,전국,20.9,17.5,25
2014-09-13,전국,21.5,16.8,27.3
2014-09-14,전국,20.8,15.4,26.9
2014-09-15,전국,21.7,17.7,27.6
2014-09-16,전국,21.3,16.4,27.1
2014-09-17,전국,20,17.1,24.3
2014-09-18,전국,19.5,15.3,24.9
2014-09-19,전국,18.6,13.5,25.1
2014-09-20,전국,19.1,12.7,26.6
2014-09-21,전국,19.2,13.6,26.1
2014-09-22,전국,20,13.4,27.4
2014-09-23,전국,20.6,15.1,26.5
2014-09-24,전국,19.2,17.1,21.7
2014-09-25,전국,20.2,16,26.2
2014-09-26,전국,19.9,16.1,25
2014-09-27,전국,20.2,15.1,26.3
2014-09-28,전국,20.9,16.3,26.8
2014-09-29,전국,19.9,18,22.1
2014-09-30,전국,18.6,15.6,23.2
2014-10-01,전국,18.3,14.9,23.3
2014-10-02,전국,18.6,14.5,23.5
2014-10-03,전국,17.2,12.7,21.8
